id,Age,AnnualIncome,ExperienceYears,EducationLevel,EmploymentStatus,TrainingHours,CertificationsCompleted,PolicySales,CustomerInteractions,LeadConversions,ClientRetentionRate,CustomerFeedbackScore,Region,WorkHoursPerWeek,CommissionEarned,PolicyTypesSold,AverageResponseTime,CompetitorExperience,CompanyTrainingParticipation,ConfidenceScore
13816,36,96442,18,Bachelor,Employed,150,3,25,541,81,0.75,0.723,South,40,3048,2,7.83,1,1,High
13817,42,58307,24,Master,Unemployed,108,7,78,686,150,0.56,0.864,South,51,3508,2,6.69,0,1,High
13818,39,113966,28,Master,Unemployed,157,2,158,492,77,0.69,0.171,North,47,12806,4,8.83,0,0,High
13819,51,69844,25,High School,Employed,195,7,167,687,140,0.99,0.777,South,32,4410,1,7.6,0,0,High
13820,34,53629,23,Master,Unemployed,32,9,48,896,132,0.68,0.833,South,47,6328,1,9.75,0,1,High
13821,45,52775,11,Master,Employed,190,4,135,334,96,0.67,0.773,North,39,14750,3,3.74,0,0,High
13822,51,65029,33,Master,Employed,46,1,176,842,164,0.72,0.307,East,34,6005,3,3.25,1,1,High
13823,23,120934,16,Doctorate,Employed,29,4,191,621,279,0.78,0.205,West,33,13047,4,9.95,1,0,High
13824,40,86860,36,Doctorate,Unemployed,129,3,172,811,267,0.51,0.925,East,27,7956,1,9.42,0,1,High
13825,46,89783,23,High School,Employed,156,8,167,119,156,0.91,0.407,East,45,4238,4,6.23,0,0,Low
13826,35,148363,6,Bachelor,Unemployed,155,5,124,549,283,0.65,0.265,East,29,6508,1,4.69,0,0,Low
13827,27,66988,24,Doctorate,Employed,77,2,1,76,139,0.92,0.709,West,50,1168,1,4.16,0,0,High
13828,33,80452,38,Master,Unemployed,198,1,180,373,108,0.57,0.881,West,28,5985,4,3.3,0,1,High
13829,41,25051,6,Bachelor,Unemployed,55,6,54,629,172,0.72,0.987,North,25,16200,4,7.04,1,0,High
13830,44,49818,10,Doctorate,Unemployed,185,0,151,413,83,0.99,0.589,South,27,9472,1,5.66,1,1,High
13831,51,26686,22,Doctorate,Unemployed,29,4,155,810,204,0.6,0.891,North,59,8646,3,1.35,0,0,High
13832,51,44205,23,Master,Employed,81,4,5,476,205,0.76,0.535,East,53,6460,4,6.44,0,1,High
13833,59,113483,5,Master,Employed,114,3,167,667,105,0.66,0.587,South,26,19788,1,2.39,1,0,Low
13834,51,147808,28,Master,Employed,171,2,194,342,248,0.82,0.611,East,37,1832,4,7.13,1,0,High
13835,62,33096,9,Bachelor,Employed,113,8,118,227,282,0.54,0.887,North,38,16870,1,5.69,1,1,Low
13836,51,133336,39,Doctorate,Employed,16,3,193,589,153,0.9,0.317,North,50,11409,1,5.37,0,1,High
13837,57,99152,28,Master,Employed,59,8,9,981,18,0.82,0.772,East,35,5577,4,1.76,1,0,High
13838,55,68087,25,Bachelor,Employed,62,6,2,628,26,0.93,0.404,South,48,19808,1,3.25,1,0,Low
13839,37,148574,38,Master,Employed,82,8,138,749,165,0.88,0.188,South,41,3018,4,1.3,0,0,High
13840,45,33545,27,Master,Employed,20,1,110,834,82,0.57,0.979,West,41,16433,2,8.34,1,0,High
13841,35,126994,24,Doctorate,Unemployed,145,1,152,656,118,0.93,0.933,South,31,12651,3,3.63,1,0,Low
13842,47,141377,16,Bachelor,Unemployed,41,7,65,751,255,0.7,0.556,North,35,7977,4,6.49,1,1,Low
13843,29,33484,2,Master,Unemployed,192,8,136,650,218,0.75,0.239,East,31,8089,4,2.54,1,1,High
13844,35,91252,2,Master,Employed,196,1,188,531,222,0.53,0.877,East,42,19094,1,6.47,1,1,High
13845,52,48667,5,Bachelor,Employed,72,5,186,608,217,0.61,0.462,North,36,5425,2,9.69,1,0,High
13846,23,119736,21,High School,Unemployed,154,5,93,994,147,0.65,0.562,East,51,10437,4,3.31,0,1,High
13847,25,95111,10,High School,Unemployed,163,6,128,905,207,0.9,0.991,North,28,3739,4,1.62,0,0,Low
13848,22,111492,18,Bachelor,Unemployed,60,4,150,275,272,0.74,0.519,West,41,5090,3,6.5,0,1,Low
13849,41,101206,26,Master,Unemployed,42,2,128,840,10,0.68,0.233,West,39,15944,1,2.85,0,0,High
13850,35,40637,20,Master,Employed,35,9,10,893,36,0.97,0.698,North,22,1502,1,5.72,1,1,High
13851,61,106882,36,Doctorate,Employed,31,2,28,930,284,0.62,0.596,South,38,6981,1,5.48,0,0,High
13852,46,117476,21,Master,Unemployed,104,5,102,770,251,0.74,0.263,East,23,10402,3,1.91,0,1,High
13853,46,123941,2,Doctorate,Employed,87,0,6,374,149,0.63,0.269,North,47,10868,3,6.78,1,0,High
13854,24,65747,33,Doctorate,Unemployed,113,7,165,891,257,0.62,0.928,West,30,6298,2,9.64,0,0,Low
13855,26,84749,23,Doctorate,Employed,154,6,3,494,102,0.94,0.136,West,26,8962,2,6.42,1,1,High
13856,59,34491,39,High School,Employed,50,6,9,384,92,0.78,0.661,East,50,13101,4,3.95,1,0,Low
13857,47,78100,31,High School,Employed,85,5,53,255,157,0.5,0.811,East,39,2443,2,9.69,0,0,Low
13858,61,148569,4,Doctorate,Employed,48,2,157,286,128,0.57,0.436,West,45,9031,3,7.43,0,0,Low
13859,59,37631,3,High School,Unemployed,170,8,9,600,283,0.94,0.224,South,29,13608,2,3.09,0,0,Low
13860,59,112470,37,Doctorate,Employed,41,9,181,769,90,0.53,0.928,North,57,12481,1,6.92,0,0,High
13861,25,52182,10,Master,Employed,158,5,115,328,177,0.95,0.335,North,36,16164,1,1.75,0,0,High
13862,28,33903,32,High School,Employed,190,5,40,482,80,0.6,0.262,East,54,13060,1,5.86,1,0,Low
13863,51,117722,36,Master,Employed,87,5,6,712,129,0.99,0.157,West,29,4052,2,5.57,0,1,Low
13864,51,82782,27,Doctorate,Unemployed,75,5,183,577,31,0.81,0.904,West,41,5385,2,4.49,1,1,High
13865,40,102261,19,High School,Employed,186,5,19,978,5,0.99,0.585,North,40,5877,1,9.92,0,0,Low
13866,60,102606,38,Bachelor,Employed,80,3,5,100,41,0.76,0.45,West,50,5438,3,6.88,0,0,High
13867,56,61109,1,Bachelor,Employed,40,1,85,611,248,0.89,0.792,South,37,9399,2,4.82,0,0,High
13868,61,106604,26,High School,Employed,101,0,15,385,122,0.64,0.574,North,32,18528,3,7.59,0,0,High
13869,54,96086,13,Master,Employed,178,7,15,115,282,0.58,0.374,East,32,4509,1,3.12,0,1,High
13870,54,85436,35,Master,Employed,173,4,97,463,276,0.55,0.449,South,20,9273,1,1.24,0,1,High
13871,35,143926,2,Master,Unemployed,83,2,150,659,271,0.67,0.783,East,43,13748,2,7.71,0,1,High
13872,59,43167,22,Doctorate,Employed,176,8,2,537,157,0.69,0.341,South,29,4750,2,8.18,0,1,High
13873,31,50443,39,Doctorate,Unemployed,120,2,85,84,277,0.66,0.583,South,54,13587,3,3.35,0,1,High
13874,49,105224,28,Bachelor,Unemployed,135,4,27,549,88,0.98,0.879,South,21,15255,4,8.35,1,0,High
13875,35,75640,2,High School,Employed,103,1,146,685,275,0.57,0.89,West,27,1717,1,5.57,1,0,High
13876,57,146848,11,High School,Unemployed,118,5,101,492,11,0.6,0.904,East,21,15388,4,9.6,0,0,High
13877,59,140155,37,Bachelor,Employed,113,8,57,174,19,0.6,0.787,South,56,14000,4,3.65,1,0,High
13878,37,128887,26,High School,Employed,178,0,188,588,124,0.87,0.56,North,29,12178,2,5.76,1,0,Low
13879,42,54548,28,Doctorate,Unemployed,50,2,105,161,270,0.83,0.55,South,45,12947,1,6.32,0,0,High
13880,49,102649,26,Master,Employed,14,9,167,213,137,0.59,0.962,North,28,4395,4,1.57,1,0,Low
13881,54,141105,17,Doctorate,Employed,15,0,84,207,138,0.51,0.793,North,55,10506,1,3.22,1,1,High
13882,27,87358,3,Doctorate,Employed,71,4,130,743,135,0.52,0.291,East,33,12408,2,5.78,0,0,High
13883,62,112825,14,High School,Employed,25,4,32,853,35,0.62,0.396,North,23,6623,4,5.54,1,1,High
13884,36,43160,16,High School,Unemployed,97,3,135,622,165,0.88,0.397,West,43,4804,3,6.35,0,0,High
13885,24,124385,36,Doctorate,Unemployed,119,4,166,978,283,0.95,0.797,North,41,8280,2,2.11,1,0,High
13886,64,71205,28,High School,Unemployed,156,7,169,242,272,0.95,0.52,East,51,10258,3,2.55,1,1,Low
13887,56,87280,28,Master,Employed,92,7,27,658,270,0.72,0.757,North,56,17864,1,2.65,1,0,Low
13888,35,109845,25,Bachelor,Unemployed,132,5,156,435,273,0.91,0.14,East,25,4233,4,2.71,1,1,High
13889,23,61852,9,Master,Employed,174,3,19,61,247,0.86,0.7,East,31,3431,1,6.73,0,1,Low
13890,50,70021,11,Doctorate,Unemployed,73,3,179,376,284,0.54,0.384,South,46,2238,3,3.44,1,1,High
13891,25,130932,37,Bachelor,Employed,196,4,80,692,287,0.96,0.297,North,54,17448,2,8.5,1,1,Low
13892,47,31195,21,Bachelor,Employed,106,4,77,696,284,0.77,0.698,East,48,6244,2,4.73,1,0,Low
13893,33,91547,2,Doctorate,Employed,78,1,163,990,14,0.73,0.193,East,59,12821,2,7.02,1,1,High
13894,23,49286,34,Master,Unemployed,144,5,20,56,152,0.79,0.698,East,27,13947,3,4.46,1,0,High
13895,38,58581,13,Bachelor,Employed,51,6,36,749,177,0.59,0.994,South,21,19908,3,9.53,1,0,High
13896,56,102674,5,Doctorate,Unemployed,162,2,105,162,56,0.58,0.926,South,24,17303,2,3.26,0,0,Low
13897,31,51719,11,Doctorate,Unemployed,65,9,17,65,279,0.72,0.788,North,20,10608,4,8.61,1,0,High
13898,43,123576,29,Doctorate,Employed,184,3,17,622,212,0.79,0.405,West,29,7287,4,4.23,0,1,Low
13899,62,73450,28,Bachelor,Employed,94,8,196,236,78,0.53,0.371,West,49,16705,1,8.52,0,1,Low
13900,64,45028,28,Doctorate,Employed,117,3,75,288,52,0.54,0.971,West,56,18980,1,2.06,1,0,High
13901,42,41192,5,Master,Employed,187,9,111,529,74,0.97,0.189,West,37,11419,4,2.81,1,1,High
13902,36,108636,20,Master,Employed,94,6,55,205,242,0.68,0.29,South,50,13335,2,4.59,0,1,Low
13903,56,96812,37,Doctorate,Employed,100,1,193,756,179,0.55,0.845,South,22,9253,4,1.65,1,0,High
13904,42,52551,39,Doctorate,Employed,42,4,1,981,12,0.57,0.547,East,26,5553,3,3.86,0,1,High
13905,42,145920,10,Doctorate,Employed,35,5,20,685,88,0.7,0.912,South,54,5814,2,7.27,0,1,High
13906,42,97364,32,Bachelor,Employed,26,1,15,609,9,0.92,0.434,North,39,15347,2,8.69,0,0,High
13907,53,89311,29,Master,Employed,30,0,163,802,200,0.67,0.375,East,59,1255,4,7.39,1,0,High
13908,26,86444,2,Master,Unemployed,11,8,98,841,222,0.87,0.633,East,25,7543,3,5.74,0,1,High
13909,60,58124,1,Master,Employed,88,6,83,294,39,0.65,0.718,South,42,14780,3,1.85,1,0,High
13910,30,38654,20,High School,Unemployed,53,7,33,921,19,0.72,0.701,East,43,15067,2,4.12,0,0,High
13911,39,25203,1,Master,Employed,80,4,97,289,119,0.62,0.329,West,37,15990,2,4.28,0,0,High
13912,42,45129,4,High School,Unemployed,45,4,19,751,79,0.87,0.861,South,24,4389,3,4.01,0,0,Low
13913,29,141284,15,Master,Unemployed,55,0,75,199,165,0.89,0.513,South,49,17007,4,7.62,1,1,Low
13914,55,97150,30,Doctorate,Unemployed,187,2,114,887,228,0.73,0.174,East,45,4857,3,1.76,0,1,High
13915,31,138103,6,Master,Unemployed,76,6,150,890,295,0.86,0.596,West,21,9889,4,3.29,0,0,High
13916,62,58264,38,Bachelor,Unemployed,12,9,32,917,133,0.66,0.357,South,24,15086,4,9.09,1,0,High
13917,45,37989,1,High School,Unemployed,128,8,134,922,125,0.73,0.631,North,40,11496,1,4.22,1,0,Low
13918,61,74214,7,Bachelor,Employed,170,7,50,637,22,0.94,0.267,West,41,13932,1,7.88,1,0,Low
13919,45,92115,5,High School,Unemployed,54,4,172,192,266,0.52,0.843,South,52,18342,2,5.05,1,1,Low
13920,53,86678,7,High School,Unemployed,34,2,195,887,279,0.73,0.255,South,21,13305,1,5.61,1,1,High
13921,54,82883,36,Master,Employed,174,8,47,991,163,0.53,0.478,North,58,4569,3,9.47,0,0,High
13922,59,78445,3,Doctorate,Employed,173,3,113,362,64,0.72,0.132,South,47,9571,2,2.89,0,0,Low
13923,55,95412,12,Master,Unemployed,44,8,126,64,60,0.76,0.683,South,58,9463,2,8.45,1,1,Low
13924,32,131154,15,Doctorate,Employed,28,2,78,381,181,0.88,0.184,North,45,2099,1,2.47,0,1,Low
13925,52,94661,20,Master,Unemployed,54,6,74,447,74,0.65,0.751,North,27,11347,3,5.82,0,1,Low
13926,39,142401,21,High School,Employed,121,0,68,115,200,0.89,0.703,South,31,1733,3,6.39,1,0,Low
13927,44,30328,32,Bachelor,Unemployed,155,9,191,623,113,0.53,0.476,West,43,15777,1,6.01,1,0,Low
13928,43,73968,12,Master,Employed,164,4,13,332,144,0.61,0.54,North,36,8617,4,4.3,1,1,High
13929,64,67040,37,High School,Unemployed,103,8,177,93,147,0.8,0.853,North,58,15954,4,8.05,1,0,High
13930,39,84199,7,High School,Unemployed,40,8,103,258,183,0.5,0.33,North,33,3267,1,7.52,1,0,High
13931,61,82039,31,Bachelor,Employed,176,5,136,861,34,0.82,0.674,West,52,5836,3,5.26,0,0,Low
13932,62,102232,1,Master,Employed,76,5,43,74,107,0.86,0.616,East,24,15081,1,8.71,0,1,High
13933,60,126683,11,Bachelor,Employed,159,2,20,92,178,0.92,0.753,South,56,10852,2,3.41,1,1,Low
13934,41,75750,34,Doctorate,Employed,189,8,191,631,171,0.88,0.463,South,29,1240,3,5.48,0,1,High
13935,34,41119,19,Doctorate,Employed,19,0,55,751,268,0.97,0.893,South,45,1376,3,2.72,0,0,High
13936,22,49017,11,Bachelor,Unemployed,126,6,10,412,191,0.77,0.312,South,44,19610,1,8.23,1,1,High
13937,25,73780,33,High School,Unemployed,17,2,100,202,85,0.87,0.824,West,42,2860,2,3.08,0,0,High
13938,45,51204,33,Master,Employed,43,1,125,406,219,0.91,0.642,South,40,12302,3,3.61,1,0,Low
13939,57,44562,8,Bachelor,Unemployed,190,4,56,423,139,0.82,0.819,North,45,15133,3,5.19,0,1,Low
13940,57,49428,8,Master,Employed,155,4,104,418,248,0.97,0.967,North,31,12021,3,3.13,1,1,Low
13941,23,46497,34,Master,Employed,21,1,80,812,124,0.74,0.103,East,39,16362,3,5.3,0,1,High
13942,49,28372,27,High School,Unemployed,194,7,108,797,81,0.61,0.126,South,30,7762,1,7.88,0,1,High
13943,47,113683,29,Bachelor,Employed,105,1,86,449,58,0.63,0.101,West,53,15188,2,5.65,1,1,High
13944,44,42453,14,Bachelor,Employed,139,7,37,185,298,0.68,0.381,West,36,8698,3,1.47,1,1,High
13945,36,137716,34,High School,Employed,26,5,119,77,243,0.87,0.454,West,27,16963,2,1.38,1,1,Low
13946,57,76928,37,Doctorate,Employed,189,9,155,156,255,0.78,0.436,West,54,6869,4,8.09,0,1,High
13947,48,58960,1,Bachelor,Employed,85,3,6,888,34,0.97,0.144,South,51,16784,4,8.9,0,0,Low
13948,27,42197,9,Master,Unemployed,80,2,161,945,234,0.95,0.912,West,59,14457,3,8.46,1,1,High
13949,56,124456,10,Master,Unemployed,88,8,129,397,290,0.73,0.216,West,38,4487,3,9.41,1,1,High
13950,60,79984,30,High School,Employed,11,5,43,784,278,0.7,0.586,West,27,15657,3,5.94,1,1,High
13951,59,26883,18,Bachelor,Employed,36,4,193,491,102,0.99,0.915,West,39,8849,1,1.0,1,1,High
13952,56,41651,17,Bachelor,Employed,163,9,149,207,289,0.74,0.586,East,59,16144,3,9.0,1,0,High
13953,57,110591,6,High School,Employed,162,2,185,302,53,1.0,0.432,West,35,16827,3,2.41,1,0,High
13954,31,27812,11,High School,Unemployed,149,2,128,436,152,0.62,0.734,North,38,6068,3,4.69,0,0,Low
13955,51,120981,24,Bachelor,Unemployed,154,5,97,734,51,0.95,0.996,North,22,7951,2,8.63,1,0,High
13956,62,136176,36,Master,Employed,104,9,36,118,87,0.63,0.642,West,39,7302,2,2.75,0,0,High
13957,59,31562,33,Doctorate,Employed,177,3,56,660,273,0.82,0.681,West,38,12450,3,6.99,0,0,High
13958,50,97549,33,Doctorate,Unemployed,14,3,138,233,209,1.0,0.263,West,29,11837,1,9.82,0,0,High
13959,64,95713,18,Master,Unemployed,37,7,60,693,74,0.79,0.337,West,44,5034,4,3.89,1,0,Low
13960,60,45469,5,Bachelor,Employed,81,1,141,558,261,0.91,0.815,South,37,16725,4,3.41,1,1,Low
13961,25,74535,31,Bachelor,Employed,61,5,71,74,243,0.62,0.775,North,47,12299,2,5.63,1,1,High
13962,26,86300,16,High School,Employed,151,8,80,506,246,0.78,0.315,South,38,10603,1,7.76,1,1,Low
13963,25,142538,2,Doctorate,Employed,143,2,76,352,239,0.73,0.555,West,55,11866,3,4.09,0,1,High
13964,57,121765,9,Bachelor,Unemployed,27,4,110,679,101,0.69,0.891,East,58,15747,2,6.13,0,1,Low
13965,37,119637,2,Bachelor,Unemployed,46,6,6,218,180,0.53,0.261,East,21,16780,4,2.12,0,0,High
13966,46,118523,37,Bachelor,Unemployed,108,0,78,549,227,0.87,0.752,East,47,15038,1,7.13,1,0,Low
13967,35,113641,20,Master,Employed,44,7,168,914,84,0.99,0.413,North,58,11281,2,2.22,0,1,High
13968,32,114003,17,Bachelor,Employed,135,5,109,54,196,0.81,0.159,East,34,10882,2,4.37,1,0,Low
13969,50,107969,25,Doctorate,Unemployed,26,3,14,216,204,0.54,0.352,South,57,5640,2,7.56,0,0,High
13970,55,43217,19,Doctorate,Employed,119,5,93,173,123,0.83,0.478,North,36,18176,2,2.03,1,1,Low
13971,43,121844,8,Bachelor,Employed,97,1,189,887,224,1.0,0.77,North,56,17881,1,6.32,0,0,Low
13972,35,33989,11,Master,Employed,19,3,185,377,184,0.88,0.215,South,41,4597,4,8.15,0,0,High
13973,45,62235,13,Master,Unemployed,60,7,117,588,140,0.71,0.872,East,34,7922,3,9.93,1,0,High
13974,60,109895,13,Doctorate,Employed,121,3,46,157,116,0.99,0.391,East,31,2298,4,9.77,1,0,High
13975,47,95691,9,Bachelor,Unemployed,90,4,35,532,77,0.96,0.235,South,20,12933,4,2.85,1,0,Low
13976,64,81850,5,Bachelor,Unemployed,61,1,126,457,24,0.89,0.434,South,45,13627,4,8.4,1,0,Low
13977,57,147688,18,Master,Unemployed,73,2,77,356,72,0.97,0.935,North,44,19008,2,1.15,1,1,Low
13978,60,137440,14,Master,Employed,42,2,3,788,164,0.89,0.607,South,51,17359,3,9.93,0,0,Low
13979,37,75442,34,Bachelor,Unemployed,106,1,72,332,141,0.99,0.415,South,22,4041,3,7.44,0,0,High
13980,59,98497,22,Master,Employed,26,7,96,217,123,0.88,0.487,East,58,14130,1,4.63,0,0,High
13981,53,48983,33,Bachelor,Unemployed,133,2,57,913,131,0.57,0.764,East,46,1938,4,8.78,1,0,High
13982,27,32186,24,Master,Employed,186,0,187,704,290,0.55,0.139,West,59,17144,1,7.51,1,0,High
13983,55,32506,29,High School,Employed,117,1,199,991,261,0.62,0.956,East,51,9593,2,7.46,0,1,Low
13984,29,141875,13,High School,Unemployed,136,7,78,633,53,0.57,0.85,South,52,16243,3,8.21,0,0,High
13985,51,66026,27,Bachelor,Employed,16,0,156,720,66,0.78,0.898,West,50,11353,1,1.67,0,1,Low
13986,48,71070,1,Bachelor,Employed,121,0,64,157,278,0.83,0.7,West,57,2759,3,3.22,1,1,High
13987,28,73951,7,Bachelor,Unemployed,136,0,115,505,106,0.56,0.632,South,26,15604,4,3.37,1,0,High
13988,48,120761,4,Master,Unemployed,199,9,154,984,59,0.5,0.408,North,52,5468,4,3.4,1,1,Low
13989,46,149272,10,Doctorate,Unemployed,19,7,77,271,126,0.85,0.371,North,59,5044,1,3.05,1,1,Low
13990,62,32791,35,Doctorate,Employed,40,5,199,393,121,0.53,0.18,East,52,12531,2,5.91,1,1,High
13991,36,86335,39,Master,Unemployed,34,6,6,727,130,0.86,0.13,South,47,3434,2,7.69,0,1,High
13992,46,118133,16,Bachelor,Employed,194,3,87,51,189,0.54,0.149,South,51,9589,1,7.41,1,0,High
13993,43,97306,27,Doctorate,Unemployed,74,7,79,81,72,0.98,0.261,East,28,8669,2,9.26,1,0,Low
13994,39,34893,20,Bachelor,Unemployed,180,1,192,299,147,0.62,0.246,West,37,13838,2,7.5,0,0,High
13995,33,50154,10,Bachelor,Employed,140,8,75,481,272,0.53,0.807,West,35,4338,1,7.11,1,1,High
13996,44,114854,33,High School,Unemployed,64,3,40,872,84,0.81,0.195,North,58,9626,4,4.13,0,1,High
13997,60,75757,7,Master,Unemployed,57,0,73,146,68,0.86,0.789,South,56,18902,1,8.85,1,0,High
13998,46,86387,22,Doctorate,Unemployed,74,1,41,648,247,0.96,0.496,North,44,16069,3,4.54,1,0,High
13999,31,65755,17,Bachelor,Employed,122,7,162,558,209,0.91,0.964,North,52,4231,2,3.66,1,0,High
14000,51,130469,9,Master,Employed,124,8,161,142,38,0.64,0.644,West,40,15125,1,6.5,0,1,High
14001,31,38514,10,High School,Employed,69,4,136,223,151,0.6,0.602,North,30,9404,4,9.37,0,0,Low
14002,55,56358,36,Doctorate,Employed,23,3,48,337,258,0.65,0.679,North,42,18561,1,6.61,1,0,High
14003,34,112974,31,High School,Unemployed,96,9,149,862,79,0.62,0.544,North,40,1679,2,1.16,1,1,Low
14004,50,149858,31,High School,Unemployed,90,6,164,98,225,0.86,0.614,West,58,1409,3,5.74,0,0,High
14005,59,127809,5,Doctorate,Unemployed,23,1,59,161,96,0.85,0.735,South,30,12739,2,3.7,0,1,High
14006,62,117992,18,Master,Employed,146,6,11,270,214,0.78,0.859,West,52,11165,1,4.02,0,0,High
14007,30,48631,6,Master,Employed,94,8,122,317,181,0.54,0.93,West,51,1394,4,4.69,0,0,Low
14008,34,30807,28,Bachelor,Employed,182,1,35,680,289,0.98,0.719,South,32,13810,2,9.77,1,0,High
14009,58,96792,24,Bachelor,Employed,11,7,41,295,280,0.67,0.926,North,59,13155,1,2.44,1,1,High
14010,35,105692,5,Bachelor,Unemployed,169,5,95,599,288,0.91,0.59,North,50,17653,2,1.35,1,1,High
14011,58,36908,28,Master,Employed,17,5,126,435,140,0.9,0.312,East,48,9333,4,5.07,1,1,High
14012,30,49435,3,High School,Unemployed,45,3,80,248,178,0.65,0.405,South,39,19025,4,6.73,1,1,High
14013,29,94820,18,Bachelor,Unemployed,174,8,129,857,73,0.62,0.877,West,51,17766,3,3.11,0,0,Low
14014,60,86716,4,Bachelor,Employed,24,7,158,111,173,0.77,0.679,South,51,18231,4,8.04,1,0,High
14015,61,55432,32,Bachelor,Employed,43,6,19,185,221,0.68,0.351,South,40,4211,2,2.55,0,0,High
14016,24,104974,32,Bachelor,Unemployed,158,4,117,452,203,0.96,0.62,North,21,5520,1,5.47,0,0,Low
14017,61,125458,19,Master,Unemployed,18,4,37,751,32,0.96,0.698,North,20,10786,1,4.87,0,1,High
14018,54,65510,29,Master,Employed,49,1,132,231,285,0.89,0.998,South,59,5538,3,6.09,1,1,High
14019,53,39227,33,Doctorate,Employed,35,4,199,551,224,0.51,0.556,West,29,3105,1,8.59,0,1,High
14020,28,104801,2,High School,Employed,159,2,15,854,81,0.92,0.911,North,24,11954,3,7.29,0,0,Low
14021,40,109724,11,Bachelor,Unemployed,150,6,59,64,226,0.83,0.406,South,33,13414,1,7.29,0,1,Low
14022,55,43604,33,High School,Unemployed,34,8,95,842,107,0.76,0.674,North,46,3478,2,6.34,0,1,Low
14023,35,119101,1,Bachelor,Employed,124,9,2,241,76,0.7,0.813,North,29,12553,3,9.51,0,0,High
14024,40,123124,17,Master,Unemployed,100,5,121,445,266,0.81,0.938,West,50,17950,2,6.12,1,0,High
14025,47,132494,16,Doctorate,Employed,152,9,32,628,42,0.63,0.534,South,58,15683,1,9.02,1,0,High
14026,38,122610,2,Bachelor,Unemployed,54,6,69,252,95,0.79,0.87,East,48,8755,4,7.0,1,0,Low
14027,49,107641,4,High School,Employed,30,6,95,137,152,0.83,0.572,West,32,19972,3,3.31,1,0,High
14028,40,50790,32,Master,Unemployed,98,6,17,314,85,0.84,0.683,West,53,16797,1,6.75,1,0,High
14029,48,149573,7,High School,Employed,49,3,3,70,34,0.71,0.317,North,27,16313,4,8.73,1,1,High
14030,40,113894,29,Master,Employed,184,5,171,465,119,0.53,0.842,West,31,14221,3,6.84,1,0,Low
14031,54,55944,9,Bachelor,Employed,95,6,91,951,127,0.71,0.972,North,52,5697,2,4.46,1,1,High
14032,28,47187,35,Master,Employed,70,9,162,261,20,0.95,0.8,South,35,9792,1,9.73,0,0,Low
14033,50,77546,5,Doctorate,Unemployed,23,3,114,663,157,0.77,0.343,North,25,6238,1,6.19,0,0,High
14034,64,29025,21,High School,Employed,97,8,97,669,276,0.52,0.166,West,45,17321,4,6.7,1,1,High
14035,26,118691,17,Doctorate,Unemployed,76,8,119,321,74,0.69,0.153,East,30,10337,2,9.06,0,1,Low
14036,51,49512,39,High School,Unemployed,85,3,33,356,196,0.81,0.744,North,44,6975,1,9.5,1,0,High
14037,64,40907,14,High School,Employed,184,7,112,397,237,0.64,0.809,North,31,13848,1,2.15,0,0,High
14038,29,105005,32,Doctorate,Unemployed,153,7,164,391,184,0.59,0.699,East,41,17102,1,4.91,0,0,High
14039,63,62924,15,Master,Employed,80,1,143,299,188,0.79,0.702,South,28,13955,3,4.82,0,0,Low
14040,33,72196,21,High School,Employed,27,5,187,348,277,0.8,0.927,West,58,13837,4,1.64,1,0,Low
14041,63,39410,14,Master,Unemployed,182,8,107,520,31,0.73,0.501,West,30,2987,1,2.14,1,1,High
14042,34,68763,16,Bachelor,Unemployed,32,7,22,850,7,0.55,0.545,South,42,11120,3,5.97,0,0,High
14043,47,84574,1,High School,Employed,35,0,138,696,251,0.87,0.32,East,21,8700,2,6.82,0,0,High
14044,39,128116,18,Bachelor,Employed,139,4,114,317,264,0.88,1.0,North,53,12882,1,4.74,0,0,High
14045,63,33650,34,High School,Unemployed,159,4,33,324,287,0.7,0.95,East,43,18766,4,9.9,1,0,Low
14046,41,73826,26,Bachelor,Unemployed,124,8,57,864,80,0.5,0.311,West,49,6114,3,3.76,1,0,High
14047,37,51277,36,Master,Unemployed,175,1,88,806,18,0.82,0.305,West,20,2753,3,8.08,0,1,High
14048,58,82970,21,High School,Unemployed,179,4,47,423,60,0.99,0.796,North,49,9136,3,4.57,1,0,High
14049,24,27456,1,High School,Unemployed,165,0,71,113,26,0.74,0.267,South,58,18888,4,6.81,0,0,High
14050,48,41590,27,Master,Unemployed,72,7,67,895,28,0.84,0.282,East,39,4687,1,9.31,1,0,High
14051,36,52892,11,Master,Employed,26,7,133,586,222,0.76,0.87,West,42,14073,1,5.56,1,0,Low
14052,55,42740,38,Master,Unemployed,121,1,87,270,15,0.62,0.635,East,58,14330,4,8.37,0,0,High
14053,43,70728,14,Bachelor,Employed,196,9,2,760,76,0.67,0.352,North,25,9094,1,7.35,1,0,Low
14054,61,36788,28,High School,Employed,124,0,104,748,205,0.98,0.462,North,34,4651,4,5.13,0,1,Low
14055,44,114381,27,Doctorate,Employed,11,2,57,709,42,0.8,0.254,North,42,2776,2,9.01,1,0,High
14056,25,97692,22,Doctorate,Unemployed,108,8,22,998,94,0.59,0.634,East,34,16611,2,3.52,1,1,Low
14057,62,137569,21,High School,Employed,88,6,184,528,269,0.52,0.24,South,24,6903,1,1.56,0,0,High
14058,44,33151,24,Master,Employed,117,6,82,726,49,0.53,0.387,West,50,14144,2,7.16,1,0,High
14059,30,51515,19,Bachelor,Employed,125,9,128,283,93,0.75,0.972,West,26,15637,2,7.87,1,0,High
